item	name	description	type	category	subcategory	label
http://www.wikidata.org/entity/Q88783	Carl Gangolf Kayser	Austrian architect (1837–1895)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q89026	Satyendra Pakhale	Indian industrial designer, technocrat, architect	entity	architecture	architect	cultural representative
http://www.wikidata.org/entity/Q88791	Joachim Daniel von Jauch	German general (1688-1754)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q88652	Hermann Kutschera	Austrian architect (1903-1991)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q88567	Franz Reznicek	Austrian architect	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q88690	Alfons Walde	Austrian painter and architect (1891-1958)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q78484	Rudolf Steiner	Austrian social reformer, occultist and esotericist (1861–1925)	entity	architecture	architect	cultural representative
http://www.wikidata.org/entity/Q78550	Gerhard Hanappi	Austrian footballer (1929-1980)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q69207	Ernst Friedrich Zwirner	German architect (1802–1861)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q68820	Fritz August Breuhaus	German architect and designer (1883-1960)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q68768	Carl von Gontard	German architect (1731-1791)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q69102	Friedrich Hitzig	German architect (1811-1881)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q68462	Wassili Luckhardt	German architect (1889–1972)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q68872	Margrit Kennedy	German architect (1939-2013)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q68746	Benno von Arent	German politician and SS officer (1898-1956)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q59440	Valdemar Koch	Danish architect and local politician (1852-1902)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q59620	Paulus Moreelse	Dutch portrait painter (1571–1638)	entity	architecture	architect	cultural representative
http://www.wikidata.org/entity/Q60045	Albert Speer	German Nazi architect, Government Minister of Armaments and War Production for Nazi Germany and convicted Nazi War Criminal (1905–1981)	entity	architecture	architect	cultural representative
http://www.wikidata.org/entity/Q87972	Rudolf Wiegmann	German architect, painter and author (1804-1865)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q87809	Friedrich Kurrent	Austrian architect (1931–2022)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q87827	Adolf Krischanitz	architect	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q87902	Karl Bötticher	German archaeologist (1806-1889)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q87997	Ernst von Bandel	German architect and sculptor (1800–1876)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q88018	Viktor Rumpelmayer	Austro-Hungarian architect	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q87895	Peter Noever	Austrian curator	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q88057	Hans Luckhardt	German architect (1890–1954)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q88198	Hermann Friedrich Waesemann	German architect (1813–1879)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q87808	Hans Schleif	architect and archaeologist (1902–1945)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q88035	Georgi Fingov	Bulgarian architect	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q88163	Ernst Plischke	architect (1903–1992)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q77707	Johann Parler	Czech architect	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q77806	Gottlieb Redecker	German architect (1871–1945)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q78125	Adolf Bötticher	German art historian (1842–1901)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q78179	Hermann Eggert	German architect (1844–1920)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q78292	Gottlieb Schumacher	German-American civil engineer, architect, and archaeologist (1857–1925)	entity	architecture	architect	cultural representative
http://www.wikidata.org/entity/Q78120	Carl Watzinger	German classical archaeologist (1877-1948)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q78229	Alexis de Chateauneuf	German architect and urban planner (1799–1853)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q78032	Efraim Szreger	Polish architect of German descent	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q78279	Cornelius Gurlitt	German architect, academic and art historian (1850–1938)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q78291	Arthur Korn	German architect (1891–1978)	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q57759	Q57759	German engineer, racing driver and F1 circuit designer	entity	architecture	architect	cultural representative
http://www.wikidata.org/entity/Q57984	Paul Blobel	German SS officer and Holocaust perpetrator, convicted war criminal (1894–1951)	entity	architecture	architect	cultural representative
http://www.wikidata.org/entity/Q59087	Hemiunu	Ancient Egyptian prince and vizier	entity	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q762	Leonardo da Vinci	Italian Renaissance polymath (1452−1519)	entity	architecture	architect	cultural representative
http://www.wikidata.org/entity/Q57149	Fritz Todt	German engineer and senior Nazi figure (1891-1942)	entity	architecture	architect	cultural representative
http://www.wikidata.org/entity/Q57481	Hans Scharoun	German architect (1893-1972)	entity	architecture	architect	cultural representative
http://www.wikidata.org/entity/Q57588	Marcel Breuer	Hungarian-American architect	entity	architecture	architect	cultural representative
http://www.wikidata.org/entity/Q301	El Greco	Greek artist, painter, sculptor and architect, (1541–1614)	entity	architecture	architect	cultural representative
http://www.wikidata.org/entity/Q7603655	chief architect	position; public official in several countries	concept	architecture	architect	cultural agnostic
http://www.wikidata.org/entity/Q2815948	landscape architect	person involved in the planning, design and sometimes direction of a landscape, garden, or distinct space	concept	architecture	architect	cultural agnostic
http://www.wikidata.org/entity/Q110269344	New Zealand Government Architect	former New Zealand government appointment	concept	architecture	architect	cultural exclusive
http://www.wikidata.org/entity/Q84044419	Abeiku Crentsil	Ghanaian politician	entity	architecture	construction	cultural exclusive
http://www.wikidata.org/entity/Q3182011	Patrick Murphy	former U.S. Representative from Florida	entity	architecture	construction	cultural exclusive
http://www.wikidata.org/entity/Q30327019	post and lintel	building system where horizontal elements (beams or lintels) are held up by vertical elements (posts)	concept	architecture	construction	cult
http://www.wikidata.org/entity/Q12301128	low-income housing	government or non-profit housing (actual buildings or rental assistance)	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q7307215	ship refit	repairing, fixing, restoring, renewing, mending, and renovating an old vessel	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q4861314	barn raising	communal activity of rural life	concept	architecture	construction	cultural representative
http://www.wikidata.org/entity/Q104870168	Automation in construction	combination of methods, processes, and systems	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q18030906	set construction	The process of building a set or scenery for a play or film	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q2740343	building insulation	protection of buildings against heat transfers	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q1370468	architectural reconstruction	replicating an ancient architectural object	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q2920737	natural building	sustainable construction practice	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q1799415	house-building	construction of houses	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q3053713	encasement	coating over, covering or "encasing" of all building components, interior and exterior	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q2349677	road construction	area of transport engineering for the design and construction of roads	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q1441983	redevelopment	new construction on a site that has preexisting uses	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q3603874	illegal construction	type of construction work	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q2309126	self-build	practice of creating one's own individual house	concept	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q17196835	Mansonia gagei	species of plant	entity	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q100309406	Karhusaaren taidekeskus	arts center in Espoo, Finland	entity	architecture	construction	cultural exclusive
http://www.wikidata.org/entity/Q18346145	Sunnybrook Park	future LRT stop in Toronto, Canada	entity	architecture	construction	cultural exclusive
http://www.wikidata.org/entity/Q16950797	COMSA EMTE	company in Barcelona, Spain	entity	architecture	construction	cultural exclusive
http://www.wikidata.org/entity/Q48727578	Tower M	proposed skyscraper in Kuala Lumpur, Malaysia	entity	architecture	construction	cultural exclusive
http://www.wikidata.org/entity/Q16826268	Aura Erbil	construction project in Erbil, Iraq	entity	architecture	construction	cultural exclusive
http://www.wikidata.org/entity/Q20718189	Wynford	future LRT stop in Toronto, Canada	entity	architecture	construction	cultural agnostic
http://www.wikidata.org/entity/Q20463413	Tun Razak Exchange	Financial district in Kuala Lumpur, Malaysia	entity	architecture	construction	cultural exclusive
http://www.wikidata.org/entity/Q27640013	construction of Berlin Brandenburg Airport	overview about the construction of Berlin Brandenburg Airport	entity	architecture	construction	cultural exclusive
http://www.wikidata.org/entity/Q47321159	construction of Rockefeller Center	urban renewal project in New York City's Midtown Manhattan	entity	architecture	construction	cultural representative
http://www.wikidata.org/entity/Q17001824	CITIC Construction	Chinese CITIC group's construction and engineering subsidiary	entity	architecture	construction	cultural exclusive
http://www.wikidata.org/entity/Q6945492	My Fortune, Chennai	luxury hotel in Chennai, India	entity	architecture	construction	cultural exclusive
http://www.wikidata.org/entity/Q7676702	Taj Club House Chennai	hotel in Chennai, India	entity	architecture	construction	cultural representative
http://www.wikidata.org/entity/Q7203320	Playfair Project	construction in City of Edinburgh, Scotland, UK	entity	architecture	construction	cultural exclusive
http://www.wikidata.org/entity/Q739914	Rio All-Suite Hotel and Casino	casino hotel in Las Vegas, Nevada	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q714431	Fort Provintia	former fort in Tainan	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q735841	Teviot Row House	students' union building in Edinburgh, Scotland, UK	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q717637	Monte Cristo Homestead	building in Junee, New South Wales, Australia	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q715753	Artus Court	building	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q734774	Saint Louis University	private research university with campuses in St. Louis, Missouri, and Madrid, Spain	entity	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q549238	Dražen Petrović Basketball Hall	architectural structure	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q532996	Istana Kenangan	former royal residence turned museum in Perak, Malaysia	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q565065	Ateneo Puertorriqueño	cultural institution in San Juan, Puerto Rico	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q537736	Royal Society of Sciences in Uppsala	scientific society and building in Sweden	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q538348	Ruhmeshalle	building in Schwanthalerhöhe, Upper Bavaria, Germany	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q538301	Marburg Castle	Castle in Marburg, Hesse, Germany	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q559560	National Opera and Ballet Theatre of Moldova	opera and ballet theatre, former monument of art of national importance in Moldova	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q550321	Tekstilkent Plaza	building	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q558496	Alhamra Arts Council	building in Lahore, Pakistan	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q314446	Tränenpalast	Inner-German border crossing building at Berlin Friedrichstrasse station, later used as a theatre	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q280656	Rhodes State Office Tower	building in Ohio, United States	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q291566	AF-borgen	building	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q257698	Cabildo Historical Council	Historical Museum in Montevideo	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q263127	Illuminated Block	building in Buenos Aires, Argentina	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q281521	Sambadrome Marquês de Sapucaí	parade area in Rio de Janeiro, Brazil	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q284771	Augusteum	building in Leipzig, Saxony, Germany	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q280375	1 Monk Street	building in Monmouth, Wales	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q281699	Birmingham Proof House	military museum	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q304555	Stones of Mora	place where ancient Swedish kings were elected	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q257513	Church of Nuestra Señora de la Purificación	church	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q283421	Triangle building	building	entity	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q279474	Thomas F. Eagleton United States Courthouse	building in Missouri, United States	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q521453	Dælenenga idrettspark	building	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q514689	Teatro Campos Elíseos	theatre in Bilbao, Basque Country, Spain	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q531789	Santa Apolónia Station	railway station in Portugal	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q507282	Hospital de Sant Pau	cultural property in Barcelona, Spain	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q505286	Matrimandir	Spiritual Building in the centre of Auroville, India.	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q526622	El Faro Towers	tower	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q510575	Estádio José Fragelli	former stadium in Cuiabá, Brazil	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q515232	Palazzo Priuli Manfrin	building in Venice, Italy	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q507134	Dépôt des marbres	building	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q520959	33 Whitecross Street	listed building in Monmouth, Monmouthshire, Wales	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q704482	Warsaw Arsenal	building in Warsaw	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q699448	Monument to the Battle of the Nations	historical monument in Leipzig, Germany	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q700208	Golden Roof	building in Innsbruck, Austria	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q697003	Artstetten Castle	Castle in Lower Austria	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q693733	Palace of Music	music institute in Miskolc, Hungary	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q701941	Palais Hoyos	palace	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q37819	Auckland Grammar School	state secondary (year 9-15) school in Auckland, New Zealand	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q23161	Moller Villa	building in Shanghai	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q31204	Pyhän Henrikin katedraali	catholic cathedral in Helsinki, Finland	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q23977	Kharkiv State University of Food Technology and Trade	Ukrainian university	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q23149	China Merchants Bank Building	building on the Bund, Shanghai	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q23807	Bank of China Building	building in Shanghai, China	entity	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q6806015	mediagua	building type in Chile	concept	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q6497985	sound stage	soundproof, hangar-like structure, building, or room, used for theatrical film-making and television production	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q5943312	Hunger circus	building in Bucharest, Romania	concept	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q6864436	miners' institute	large institutional building	concept	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q6545380	lifeguard tower	used at recreational beaches or public swimming pools to watch and supervise swimmers in order to prevent drownings and other dangers	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q7171457	pest house	building used for persons afflicted with communicable diseases	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q6852233	military building	structure designed to house functions performed by a military unit	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q6692780	low-rise building	building that is only a few stories tall	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q6692720	low-carbon building	building designed to release very little or no carbon at all during their lifetime	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q60129	monopteros	circular colonnade supporting a roof but without any walls	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q81851	bastion	structure projecting outward from the curtain wall of a fortification	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q1912748	service building	building specially designed to contain constantly working machinery like pumps, transformers or measuring and control equipment	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q2002111	shabono	round house	concept	architecture	building	cultural representative
http://www.wikidata.org/entity/Q1813308	house of mirrors	traditional attraction at funfairs and amusement parks	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q2001465	zawiya	Islamic religious school or monastery	concept	architecture	building	cultural representative
http://www.wikidata.org/entity/Q1897071	ordination hall	type of Buddhist building	concept	architecture	building	cultural representative
http://www.wikidata.org/entity/Q2292278	ski lodge	building	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q57036	sauna	small room or building designed as a place to experience dry or wet heat sessions	concept	architecture	building	cultural representative
http://www.wikidata.org/entity/Q23394	Barbakan	Slavic fortified outpost or gateway	concept	architecture	building	cultural representative
http://www.wikidata.org/entity/Q5333210	ecological building	construction of buildings using processes and materials that emphasize sustainability	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q5245481	dead house	structure used for the temporary storage of a human corpse before burial or transportation, usually located within or near a cemetery	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q5028728	Campus of the University of Tokyo	Japanese historical campus	concept	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q5284735	diwan-khane	Persian phrase to describe a guest house or room	concept	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q5221946	Dar al-Muwaqqit	type of structure attached to a mosque	concept	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q5784097	hut	dwelling	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q5119905	Cihuacalli	among the Aztecs, those controlled buildings where prostitution was permitted by political and religious authorities	concept	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q5513774	GMLC	building that contains Location-based Services	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q5180330	drug house	building where drug dealers and drug users buy, sell, produce, and use illegal drugs, including crack cocaine	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q5194727	curia	designated structure for meetings of the senate in ancient Rome	concept	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q5072923	chapar khaneh	traditional Iranian postal system	concept	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q5611017	groundscraper	type of building that has relatively few stories but which greatly extends horizontally	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q5116768	church hall	room or building associated with a church building, general for community and charitable use	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q4911824	billiard hall	establishment where cue games are played	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q4938356	boilery	building	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q22733	garage	walled, roofed structure for storing a vehicle or vehicles that may be part of or attached to a home ("attached garage"), or a separate outbuilding or shed ("detached garage")	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q16560	palace	grand residence, especially a royal or episcopal residence	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q14092	gymnasium	building designed and equipped for athletics and fitness	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q12518	tower	structure with height greater than width	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q1785888	lesche	ancient Greek council house or clubhouse	concept	architecture	building	cultural exclusive
http://www.wikidata.org/entity/Q1777951	boathouse	building for storage of boats	concept	architecture	building	cultural agnostic
http://www.wikidata.org/entity/Q1759615	banya	Russian sauna or steambath	concept	architecture	building	cultural representative
http://www.wikidata.org/entity/Q3080126	furring	thin strips of material used in building construction; the process of installing such strips	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2925636	compressed earth block	building material	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2000568	cement board	backing board used in building construction	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2438447	ferrocement	system of reinforced mortar or plaster	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1906859	chain-link fencing	type of woven metal fencing	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2448067	Base course	base course	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1971625	tar paper	heavy-duty paper used in construction	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2484793	tessera	individual tile used in a mosaic	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q2037332	cladding	overlapping layer; building element	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1402843	fieldstone	building material	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1370714	lumber	wood that has been processed into beams and planks	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1587665	foam board	board made of hard foam	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1415022	scagliola	fine plaster of powdered selenite (gypsum) mixed with alum, glue, water, and pigment to imitate marble or pietra dura	concept	architecture	building material	cultural representative
http://www.wikidata.org/entity/Q1526573	gypsum block	massive lightweight building material composed of solid gypsum	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1355652	plank	flat rectangular piece of timber	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1286170	housewrap	synthetic material used to protect buildings	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1188398	flagstone	refers to large flat sections of slate used for paving and also bluestone cut for this purpose	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1156751	bituminous waterproofing	roll roofing and waterproofing material	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1363009	rammed earth	technique for constructing foundations, floors, and walls by compacting a damp mixture of sub soil	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1232446	Obernkirchen sandstone	building material	concept	architecture	building material	cultural exclusive
http://www.wikidata.org/entity/Q1131313	brickwork	masonry made of bricks and mortar	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1096423	shutter	window screen formed by either a solid panel or a louvered scheme	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1133376	bulletproof glass	type of strong but optically transparent material that is particularly resistant to being penetrated when struck	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q916964	autoclaved aerated concrete	lightweight, precast building material	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q1049667	road surface	durable surface material of a road	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q911999	lime mortar	building material	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q883537	lead castle	Technique for limiting radiation exposure	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q766952	concrete block	standard size rectangular block used in building construction	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q811361	architectural glass	building material typically used as transparent glazing material in the building envelope	concept	architecture	building material	
http://www.wikidata.org/entity/Q599697	track ballast	trackbed upon which railroad ties are laid	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q831541	precast concrete	construction product produced by casting concrete in a reusable mold	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q866298	aggregate	inert material with sufficient compressive strength and appropriate size distribution added as load to a composite	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q361132	roofing	outer material of a roof	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q468402	tile	flat, durable material used for flooring and roofing	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q186209	tar	class of viscous materials	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q183496	adobe	building material of earth and organic materials	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q170449	mud	mixture of water and any combination of soil, silt, and clay	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q167510	bitumen	form of petroleum primarily used in road construction	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q47401	rubble masonry	rough, unhewn stone set in mortar, but not laid in regular courses	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q144403	EPDM rubber	type of synthetic rubber	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q88512	gabion	Cage full of rock	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q45190	cement	hydraulic binder used in the composition of mortar and concrete	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q40089	brick	block or a single unit of a ceramic material used in masonry construction	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q36133	soil	natural body consisting of layers that are primarily composed of minerals	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q35473	window	opening to admit light or air	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q11469	glass	amorphous solid that exhibits a glass transition when heated towards the liquid state	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q663	aluminum	metallic chemical element of silvery appearance with symbol Al and atomic number 13	concept	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q18472363	ventilation block	perforated block, made of concrete or other material, used in permanent wall openings for ventilation and natural lighting of buildings	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q109237320	AstroCrete	Hypothetical concrete-like building material proposed for use on the Moon or Mars	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q48795875	rusticated concrete block	type of concrete block	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q19903797	Cenocell	Concrete material using fly ash in place of cement	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q30595183	Amoriguard	type of paint	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q15809432	Dutch brick	small type of yellow brick that was manufactured along the river IJssel	entity	architecture	building material	cultural exclusive
http://www.wikidata.org/entity/Q7330715	Richlite	brand of plastic laminate	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q6410362	saruj	mortar	entity	architecture	building material	cultural exclusive
http://www.wikidata.org/entity/Q5049565	cast stone	material simulating natural stone	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q6042199	Insulated siding	home siding that includes rigid foam insulation	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q7974974	wattle	lightweight construction material made by weaving thin branches or slats between upright stakes to form a woven lattice	entity	architecture	building material	cultural agnostic
http://www.wikidata.org/entity/Q4797581	Artex	trademark; surface coating used for interior decorating, most often found on ceilings	entity	architecture	building material	cultural exclusive
